domain,english,igbo
health,Today Grace really has malaria. again.,Grace nwere iba.
food,Quickly Chinedu really ate bread. carefully.,Chinedu riri achịcha.
general,Peter will eat tomorrow.,Peter ga rie echi.
agriculture,The sometimes farmer planted pepper. today.,Onye ọrụ ugbo kụrụ ose.
government,Kindly The senator sometimes announced a meeting. carefully.,senetọ kwupụtara nzukọ.
agriculture,Now cassava very grows well.,akpụ na-eto nke ọma.
food,Kindly cassava tastes good.,akpụ na-atọ ụtọ.
technology,Tomorrow Chioma repaired the software. again.,Chioma rụziri sọftụwia.
agriculture,Peter harvested pepper.,Peter kpọrọ ose.
transportation,Now Emeka travelled to Owerri. immediately.,Emeka gara Owerri.
government,Ada met the minister.,Ada zutere mịnista.
transportation,Quickly The road often arrived early.,ụzọ rutere n'oge.
transportation,Mary boarded a motorcycle.,Mary banyere ọkada.
transportation,Emeka travelled to Kano.,Emeka gara Kano.
general,John will come tomorrow.,John ga bịa echi.
weather,Now There sometimes is rain today.,mmiri ozuzo dị taa.
education,Now Every mechanic sometimes needs education. immediately.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
food,Chinedu cooked soup.,Chinedu siri ofe.
business,Tomorrow The trader visited Nigeria. now.,Onye ahịa gara Naịjirịa.
government,The governor always announced a meeting. immediately.,gọvanọ kwupụtara nzukọ.
agriculture,Now tomato always grows well.,tomato na-eto nke ọma.
business,David bought fish.,David zụtara azụ.
transportation,Today Grace sometimes travelled to Owerri. now.,Grace gara Owerri.
agriculture,Mary harvested cocoyam.,Mary kpọrọ ede.
weather,David likes the cloud.,David hụrụ igwe ojii n'anya.
weather,Kindly There very is cloud today. again.,igwe ojii dị taa.
business,Emeka bought fish.,Emeka zụtara azụ.
agriculture,Today The often farmer planted maize.,Onye ọrụ ugbo kụrụ ọka.
health,Obinna visited really the hospital today. carefully.,Obinna gara ụlọ ọgwụ taa.
business,Now The trader very visited Abuja. again.,Onye ahịa gara Abuja.
transportation,Kindly Peter often travelled to Enugu. again.,Peter gara Enugu.
education,Every tailor needs education.,onye akwa niile chọrọ agụmakwụkwọ.
education,Kindly The teacher often is open. now.,onye nkuzi meghere.
general,Today The always car is old. carefully.,ụgbọala ahụ dị ochie.
weather,Now Mary likes very the cloud. now.,Mary hụrụ igwe ojii n'anya.
technology,Obinna uses a mouse.,Obinna na-eji maụs.
business,Quickly The trader visited Owerri. today.,Onye ahịa gara Owerri.
general,Now Mary lives in Onitsha.,Mary bi na Ọnịcha.
transportation,Peter travelled to Onitsha.,Peter gara Ọnịcha.
transportation,Kindly Chinedu always travelled to Nigeria.,Chinedu gara Naịjirịa.
agriculture,Quickly The very farmer planted yam. now.,Onye ọrụ ugbo kụrụ ji.
food,Obinna cooked soup.,Obinna siri ofe.
weather,Kindly The sun very is changing. today.,anwụ na-agbanwe.
weather,There is wind today.,ifufe dị taa.
transportation,Chinedu travelled to Enugu.,Chinedu gara Enugu.
agriculture,Please John harvested pepper. today.,John kpọrọ ose.
agriculture,The farmer planted tomato.,Onye ọrụ ugbo kụrụ tomato.
technology,Now Ada really uses a computer.,Ada na-eji kọmputa.
health,Today Emeka always visited the hospital today.,Emeka gara ụlọ ọgwụ taa.
transportation,Now Chioma travelled to Onitsha.,Chioma gara Ọnịcha.
weather,Please The cloud really is changing. carefully.,igwe ojii na-agbanwe.
agriculture,Kindly The farmer planted tomato. immediately.,Onye ọrụ ugbo kụrụ tomato.
weather,Kindly John really likes the cloud. again.,John hụrụ igwe ojii n'anya.
agriculture,Kindly The sometimes farmer planted maize. carefully.,Onye ọrụ ugbo kụrụ ọka.
agriculture,Kindly The farmer planted vegetable. now.,Onye ọrụ ugbo kụrụ akwukwo nri.
education,Every nurse needs education.,nọọsụ niile chọrọ agụmakwụkwọ.
education,Kindly Obinna very studies in the student.,Obinna na-amụ na nwa akwụkwọ.
government,Kindly The minister always announced a meeting. today.,mịnista kwupụtara nzukọ.
transportation,Now Peter always travelled to Abuja. again.,Peter gara Abuja.
general,The computer is small.,kọmputa ahụ dị obere.
transportation,Kindly Obinna boarded often a airport. today.,Obinna banyere ọdụ ụgbọ elu.
technology,John repaired the database.,John rụziri ụlọ nchekwa data.
transportation,Kindly Grace travelled always to Abuja. carefully.,Grace gara Abuja.
transportation,Today Peter always travelled to Onitsha. again.,Peter gara Ọnịcha.
general,Chioma will go tomorrow.,Chioma ga gaa echi.
education,Tomorrow Obinna very studies in the teacher. carefully.,Obinna na-amụ na onye nkuzi.
general,Quickly The computer is new. carefully.,kọmputa ahụ dị ọhụrụ.
government,Tomorrow The election often was peaceful. again.,Ntuli aka gara nke ọma.
business,Grace sold the book.,Grace rere akwụkwọ.
technology,Now Mary uses a keyboard. again.,Mary na-eji kiibọdụ.
business,Quickly Grace very sold the book.,Grace rere akwụkwọ.
agriculture,Obinna sometimes harvested yam. carefully.,Obinna kpọrọ ji.
health,Chinedu has diabetes.,Chinedu nwere shuga.
general,Mary is a soldier.,Mary bụ onye agha.
transportation,John travelled to Onitsha.,John gara Ọnịcha.
food,Today garri really tastes good. carefully.,garri na-atọ ụtọ.
technology,Now John repaired really the computer. now.,John rụziri kọmputa.
transportation,The car arrived early.,ụgbọala rutere n'oge.
transportation,Quickly Ada very boarded a bus. again.,Ada banyere bọs.
health,Now Ada always has flu. carefully.,Ada nwere oyi.
business,Tomorrow Ada really sold the car. now.,Ada rere ụgbọala.
general,Peter lives in Lagos.,Peter bi na Lagos.
weather,Now The really weather is changing. now.,ihu igwe na-agbanwe.
education,Please Emeka studies in very the student.,Emeka na-amụ na nwa akwụkwọ.
transportation,Now Ada always boarded a bicycle.,Ada banyere igwe kwụ otu ebe.
health,Now The very doctor treated malaria. immediately.,Dọkịta gwọrọ iba.
education,Mary studies in the teacher.,Mary na-amụ na onye nkuzi.
business,Obinna sold the car.,Obinna rere ụgbọala.
education,Today Peter studies very in the examination. today.,Peter na-amụ na ule.
health,Quickly David really has cholera. now.,David nwere kọlera.
education,Now The classroom always is open. immediately.,ụlọ klas meghere.
education,Today Every sometimes doctor needs education. today.,dọkịta niile chọrọ agụmakwụkwọ.
business,Tomorrow The always trader visited Onitsha. immediately.,Onye ahịa gara Ọnịcha.
weather,The weather is changing.,ihu igwe na-agbanwe.
transportation,Ada boarded really a motorcycle.,Ada banyere ọkada.
agriculture,Obinna harvested rice.,Obinna kpọrọ osikapa.
general,David always has a phone. again.,David nwere ekwentị.
technology,John repaired the hardware.,John rụziri họdụwia.
education,Kindly Every soldier very needs education. immediately.,onye agha niile chọrọ agụmakwụkwọ.
education,Today John studies sometimes in the teacher.,John na-amụ na onye nkuzi.
transportation,Kindly The motorcycle often arrived early. today.,ọkada rutere n'oge.
general,Kindly Emeka will always eat tomorrow. again.,Emeka ga rie echi.
government,Now The often governor announced a meeting.,gọvanọ kwupụtara nzukọ.
agriculture,Kindly Mary harvested tomato. immediately.,Mary kpọrọ tomato.
education,Quickly The student is open. again.,nwa akwụkwọ meghere.
agriculture,Peter harvested yam.,Peter kpọrọ ji.
general,Today Chioma sometimes works quickly. today.,Chioma na-arụ ọrụ ngwa ngwa.
health,Chioma always has typhoid. today.,Chioma nwere taịfọd.
food,Today Ada really ate garri. now.,Ada riri garri.
weather,Today Grace always likes the cloud. again.,Grace hụrụ igwe ojii n'anya.
general,Mary lives in Nigeria.,Mary bi na Naịjirịa.
government,Grace met the senator.,Grace zutere senetọ.
transportation,Obinna boarded a bicycle.,Obinna banyere igwe kwụ otu ebe.
general,The sometimes table is new.,tebụl ahụ dị ọhụrụ.
food,John cooked garri.,John siri garri.
education,Today The teacher very is open. carefully.,onye nkuzi meghere.
technology,Peter uses a hardware.,Peter na-eji họdụwia.
weather,Please There is really rain today. immediately.,mmiri ozuzo dị taa.
general,Obinna works carefully.,Obinna na-arụ ọrụ nlezianya.
general,Today Peter will learn tomorrow. now.,Peter ga mụ echi.
education,Quickly The assignment often is open. again.,ọrụ ụlọ meghere.
transportation,John really travelled to Owerri. immediately.,John gara Owerri.
business,Grace often sold the book. today.,Grace rere akwụkwọ.
government,Tomorrow David often met the government. again.,David zutere gọọmenti.
general,Obinna is a teacher.,Obinna bụ onye nkuzi.
food,Mary cooked egg.,Mary siri akwa.
health,John has cholera.,John nwere kọlera.
general,Kindly The computer always is small. today.,kọmputa ahụ dị obere.
business,Peter bought cassava.,Peter zụtara akpụ.
general,Now David is really a teacher. now.,David bụ onye nkuzi.
education,Now Every farmer often needs education. immediately.,onye ọrụ ugbo niile chọrọ agụmakwụkwọ.
agriculture,The very farmer planted yam. again.,Onye ọrụ ugbo kụrụ ji.
government,Tomorrow The often election was peaceful. carefully.,Ntuli aka gara nke ọma.
business,Now The trader really visited Lagos.,Onye ahịa gara Lagos.
transportation,Today Chinedu travelled sometimes to Enugu. immediately.,Chinedu gara Enugu.
agriculture,Quickly maize always grows well. again.,ọka na-eto nke ọma.
food,Obinna ate rice.,Obinna riri osikapa.
government,David met sometimes the governor. again.,David zutere gọvanọ.
technology,Tomorrow Emeka often repaired the computer.,Emeka rụziri kọmputa.
weather,Please The wind is changing. carefully.,ifufe na-agbanwe.
food,Tomorrow yam often tastes good.,ji na-atọ ụtọ.
food,yam tastes good.,ji na-atọ ụtọ.
education,Chioma studies in the library.,Chioma na-amụ na ọba akwụkwọ.
government,Obinna met the election.,Obinna zutere ntuli aka.
weather,Kindly John likes always the rain. again.,John hụrụ mmiri ozuzo n'anya.
agriculture,Now The often farmer planted rice.,Onye ọrụ ugbo kụrụ osikapa.
government,Tomorrow The minister announced often a meeting. today.,mịnista kwupụtara nzukọ.
transportation,Emeka travelled very to Lagos. today.,Emeka gara Lagos.
business,Now David sold the car. immediately.,David rere ụgbọala.
agriculture,Kindly cassava sometimes grows well. carefully.,akpụ na-eto nke ọma.
government,Please The often election was peaceful. now.,Ntuli aka gara nke ọma.
technology,Please Mary often uses a mouse. immediately.,Mary na-eji maụs.
weather,John likes the rain.,John hụrụ mmiri ozuzo n'anya.
technology,Today Ada uses really a website.,Ada na-eji weebụsaịtị.
agriculture,Please tomato really grows well. immediately.,tomato na-eto nke ọma.
transportation,Today The bicycle often arrived early.,igwe kwụ otu ebe rutere n'oge.
education,Kindly Every trader sometimes needs education. today.,onye ahịa niile chọrọ agụmakwụkwọ.
business,Now Obinna sometimes sold the chair. again.,Obinna rere oche.
weather,There always is storm today. again.,oke ifufe dị taa.
business,Quickly Obinna sold sometimes the car. today.,Obinna rere ụgbọala.
government,Please Mary met sometimes the government. again.,Mary zutere gọọmenti.
food,meat tastes good.,anụ na-atọ ụtọ.
government,Now The election often was peaceful. now.,Ntuli aka gara nke ọma.
food,Quickly meat often tastes good. now.,anụ na-atọ ụtọ.
technology,Tomorrow The sometimes database is new. immediately.,ụlọ nchekwa data ahụ dị ọhụrụ.
health,Quickly John really has diabetes. today.,John nwere shuga.
general,Today Peter always works well. today.,Peter na-arụ ọrụ nke ọma.
technology,Chioma uses a hardware.,Chioma na-eji họdụwia.
technology,Today The hardware always is new. immediately.,họdụwia ahụ dị ọhụrụ.
education,Please David very studies in the school.,David na-amụ na ụlọ akwụkwọ.
business,David sold the bag.,David rere akpa.
food,Today Chioma always ate cassava.,Chioma riri akpụ.
food,Emeka really cooked garri. again.,Emeka siri garri.
health,Tomorrow Obinna always has cholera. now.,Obinna nwere kọlera.
weather,David likes the weather.,David hụrụ ihu igwe n'anya.
education,Kindly Grace studies often in the assignment. today.,Grace na-amụ na ọrụ ụlọ.
general,John very works carefully. now.,John na-arụ ọrụ nlezianya.
business,Obinna bought beans.,Obinna zụtara agwa.
agriculture,Tomorrow Peter always harvested rice. again.,Peter kpọrọ osikapa.
business,Emeka bought meat.,Emeka zụtara anụ.
business,The trader really visited Enugu. again.,Onye ahịa gara Enugu.
weather,Now Emeka always likes the sun.,Emeka hụrụ anwụ n'anya.
education,Kindly Obinna studies very in the library.,Obinna na-amụ na ọba akwụkwọ.
education,The classroom is open.,ụlọ klas meghere.
technology,Grace uses a database.,Grace na-eji ụlọ nchekwa data.
food,Kindly Ada cooked beans. again.,Ada siri agwa.
transportation,John travelled to Abuja.,John gara Abuja.
food,meat really tastes good. immediately.,anụ na-atọ ụtọ.
transportation,Today Chinedu boarded sometimes a airport. immediately.,Chinedu banyere ọdụ ụgbọ elu.
food,Mary ate fish.,Mary riri azụ.
education,Quickly Every tailor always needs education. now.,onye akwa niile chọrọ agụmakwụkwọ.
transportation,Peter travelled to Enugu.,Peter gara Enugu.
government,Tomorrow The election often was peaceful. carefully.,Ntuli aka gara nke ọma.
transportation,Today Mary sometimes travelled to Onitsha. now.,Mary gara Ọnịcha.
weather,Tomorrow David likes the cloud. again.,David hụrụ igwe ojii n'anya.
general,The chair very is small.,oche ahụ dị obere.
general,Today Obinna lives always in Onitsha. now.,Obinna bi na Ọnịcha.
agriculture,The farmer sometimes planted rice.,Onye ọrụ ugbo kụrụ osikapa.
agriculture,Emeka harvested yam.,Emeka kpọrọ ji.
food,Kindly Grace cooked soup.,Grace siri ofe.
education,Ada studies in the school.,Ada na-amụ na ụlọ akwụkwọ.
education,The assignment is open.,ọrụ ụlọ meghere.
weather,Today David really likes the cloud. today.,David hụrụ igwe ojii n'anya.
technology,Obinna repaired the database.,Obinna rụziri ụlọ nchekwa data.
government,Please Peter met the minister. today.,Peter zutere mịnista.
technology,Chinedu uses a software.,Chinedu na-eji sọftụwia.
health,Kindly The doctor treated fever.,Dọkịta gwọrọ ahụ ọkụ.
technology,Grace always repaired the database. again.,Grace rụziri ụlọ nchekwa data.
business,Obinna bought rice.,Obinna zụtara osikapa.
government,Tomorrow The election always announced a meeting. now.,ntuli aka kwupụtara nzukọ.
health,Mary visited often the hospital today. immediately.,Mary gara ụlọ ọgwụ taa.
government,Now The always governor announced a meeting. today.,gọvanọ kwupụtara nzukọ.
business,Now The trader really visited Onitsha.,Onye ahịa gara Ọnịcha.
agriculture,Kindly The farmer really planted vegetable.,Onye ọrụ ugbo kụrụ akwukwo nri.
general,Kindly Peter is a programmer. carefully.,Peter bụ onye mmemme kọmputa.
business,Quickly The often trader visited Kano. carefully.,Onye ahịa gara Kano.
weather,Please The rain often is changing. immediately.,mmiri ozuzo na-agbanwe.
education,Please Every chef really needs education. again.,onye isi nri niile chọrọ agụmakwụkwọ.
business,Today The trader visited Onitsha.,Onye ahịa gara Ọnịcha.
agriculture,Now The really farmer planted cassava. again.,Onye ọrụ ugbo kụrụ akpụ.
transportation,Peter boarded a bicycle.,Peter banyere igwe kwụ otu ebe.
transportation,Today David boarded a airport. carefully.,David banyere ọdụ ụgbọ elu.
health,David has typhoid.,David nwere taịfọd.
health,Please Ada visited the sometimes hospital today.,Ada gara ụlọ ọgwụ taa.
education,Every trader needs education.,onye ahịa niile chọrọ agụmakwụkwọ.
general,Now Emeka has a book. immediately.,Emeka nwere akwụkwọ.
general,Please Grace lives in Onitsha. immediately.,Grace bi na Ọnịcha.
business,Grace bought rice.,Grace zụtara osikapa.
agriculture,Kindly Emeka often harvested yam. immediately.,Emeka kpọrọ ji.
general,Kindly Chinedu always works quickly. again.,Chinedu na-arụ ọrụ ngwa ngwa.
agriculture,Tomorrow tomato very grows well. today.,tomato na-eto nke ọma.
education,Tomorrow Every often mechanic needs education. carefully.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
government,Now Obinna met sometimes the president. immediately.,Obinna zutere onye isi ala.
general,Chinedu has a table.,Chinedu nwere tebụl.
health,Chioma visited sometimes the hospital today.,Chioma gara ụlọ ọgwụ taa.
technology,Quickly Chioma uses often a database. carefully.,Chioma na-eji ụlọ nchekwa data.
general,David has a phone.,David nwere ekwentị.
food,Tomorrow John often cooked garri. today.,John siri garri.
technology,Emeka repaired the database.,Emeka rụziri ụlọ nchekwa data.
agriculture,Kindly The farmer always planted yam. immediately.,Onye ọrụ ugbo kụrụ ji.
food,Peter cooked meat.,Peter siri anụ.
general,Ada is a mechanic.,Ada bụ onye nrụzi ụgbọala.
agriculture,Quickly Chioma harvested cocoyam. again.,Chioma kpọrọ ede.
health,Kindly The doctor sometimes treated typhoid. now.,Dọkịta gwọrọ taịfọd.
transportation,Kindly The road often arrived early. immediately.,ụzọ rutere n'oge.
general,Mary will eat tomorrow.,Mary ga rie echi.
transportation,Chinedu really boarded a motorcycle.,Chinedu banyere ọkada.
transportation,Now Chinedu always travelled to Lagos.,Chinedu gara Lagos.
general,Tomorrow Obinna is a trader. today.,Obinna bụ onye ahịa.
general,Quickly Peter really is a chef. today.,Peter bụ onye isi nri.
general,Obinna works quickly.,Obinna na-arụ ọrụ ngwa ngwa.
weather,Please The very cloud is changing. again.,igwe ojii na-agbanwe.
technology,Please Chinedu repaired the website. immediately.,Chinedu rụziri weebụsaịtị.
education,David often studies in the library. today.,David na-amụ na ọba akwụkwọ.
transportation,Chinedu boarded a bus.,Chinedu banyere bọs.
technology,Kindly Chioma uses always a mouse. carefully.,Chioma na-eji maụs.
technology,Quickly The software is new. again.,sọftụwia ahụ dị ọhụrụ.
food,Quickly Ada really cooked egg. carefully.,Ada siri akwa.
technology,Today Mary uses often a keyboard.,Mary na-eji kiibọdụ.
health,Ada has fever.,Ada nwere ahụ ọkụ.
general,Tomorrow David always works quickly.,David na-arụ ọrụ ngwa ngwa.
education,Tomorrow Chinedu often studies in the student.,Chinedu na-amụ na nwa akwụkwọ.
transportation,Quickly David boarded sometimes a bicycle. today.,David banyere igwe kwụ otu ebe.
transportation,Tomorrow Obinna boarded really a car. again.,Obinna banyere ụgbọala.
general,Kindly Peter is always a engineer. immediately.,Peter bụ injinia.
agriculture,Now tomato very grows well. carefully.,tomato na-eto nke ọma.
education,Please The assignment is open.,ọrụ ụlọ meghere.
agriculture,Kindly cassava very grows well. again.,akpụ na-eto nke ọma.
government,Quickly The sometimes election announced a meeting. immediately.,ntuli aka kwupụtara nzukọ.
weather,Today There is really cloud today. immediately.,igwe ojii dị taa.
weather,Quickly The sun often is changing. carefully.,anwụ na-agbanwe.
business,Today The trader often visited Onitsha. again.,Onye ahịa gara Ọnịcha.
business,Please The trader very visited Onitsha. immediately.,Onye ahịa gara Ọnịcha.
general,Quickly Emeka often lives in Kano. immediately.,Emeka bi na Kano.
technology,Please Peter sometimes uses a keyboard. immediately.,Peter na-eji kiibọdụ.
education,Tomorrow John studies always in the teacher. now.,John na-amụ na onye nkuzi.
technology,Chinedu uses a website.,Chinedu na-eji weebụsaịtị.
education,Peter studies in the student.,Peter na-amụ na nwa akwụkwọ.
transportation,Now Mary boarded a bus. again.,Mary banyere bọs.
agriculture,Chinedu harvested maize.,Chinedu kpọrọ ọka.
agriculture,John harvested pepper.,John kpọrọ ose.
food,Kindly Chioma often ate cassava. carefully.,Chioma riri akpụ.
technology,Grace uses really a mouse. now.,Grace na-eji maụs.
food,Kindly Emeka really cooked meat. again.,Emeka siri anụ.
general,Chioma is a doctor.,Chioma bụ dọkịta.
education,Please Ada sometimes studies in the classroom. today.,Ada na-amụ na ụlọ klas.
education,Today The student sometimes is open. now.,nwa akwụkwọ meghere.
general,Obinna lives in Onitsha.,Obinna bi na Ọnịcha.
transportation,Now Ada sometimes boarded a motorcycle. immediately.,Ada banyere ọkada.
general,Please Grace sometimes will sell tomorrow. now.,Grace ga ree echi.
food,Mary often ate bread.,Mary riri achịcha.
general,Please Peter often works carefully. immediately.,Peter na-arụ ọrụ nlezianya.
business,Quickly Chinedu very bought egg.,Chinedu zụtara akwa.
transportation,The sometimes road arrived early.,ụzọ rutere n'oge.
transportation,Tomorrow Emeka often travelled to Kano. carefully.,Emeka gara Kano.
general,Now John has really a computer. immediately.,John nwere kọmputa.
business,Now Chinedu really bought egg. immediately.,Chinedu zụtara akwa.
general,Now Mary is sometimes a doctor.,Mary bụ dọkịta.
agriculture,Today The farmer very planted cassava. again.,Onye ọrụ ugbo kụrụ akpụ.
food,soup sometimes tastes good. today.,ofe na-atọ ụtọ.
general,Chioma lives in Kano.,Chioma bi na Kano.
technology,Chinedu repaired the database.,Chinedu rụziri ụlọ nchekwa data.
government,Quickly The minister announced a meeting. again.,mịnista kwupụtara nzukọ.
general,Obinna has a bag.,Obinna nwere akpa.
technology,Now Mary sometimes uses a hardware. today.,Mary na-eji họdụwia.
technology,Chioma uses a keyboard.,Chioma na-eji kiibọdụ.
technology,The software is new. carefully.,sọftụwia ahụ dị ọhụrụ.
general,Peter is a teacher.,Peter bụ onye nkuzi.
transportation,Please Obinna travelled to Enugu. immediately.,Obinna gara Enugu.
general,Now Ada works carefully. carefully.,Ada na-arụ ọrụ nlezianya.
health,Ada has malaria.,Ada nwere iba.
technology,Today Chinedu repaired very the hardware. now.,Chinedu rụziri họdụwia.
technology,Tomorrow Ada uses often a keyboard. again.,Ada na-eji kiibọdụ.
transportation,The road very arrived early. immediately.,ụzọ rutere n'oge.
agriculture,Now maize grows well. today.,ọka na-eto nke ọma.
education,The student always is open.,nwa akwụkwọ meghere.
general,Emeka will eat tomorrow.,Emeka ga rie echi.
business,Today Emeka always bought meat. carefully.,Emeka zụtara anụ.
food,Now Obinna sometimes cooked cassava. today.,Obinna siri akpụ.
health,Now Obinna often has fever. immediately.,Obinna nwere ahụ ọkụ.
business,David bought soup.,David zụtara ofe.
health,Chinedu has malaria.,Chinedu nwere iba.
food,Now Emeka cooked cassava. today.,Emeka siri akpụ.
technology,Grace uses a keyboard.,Grace na-eji kiibọdụ.
general,Ada is a trader.,Ada bụ onye ahịa.
government,Please The president announced a meeting. today.,onye isi ala kwupụtara nzukọ.
agriculture,Now rice often grows well.,osikapa na-eto nke ọma.
food,Mary ate garri.,Mary riri garri.
business,Kindly Obinna sold very the chair. carefully.,Obinna rere oche.
food,Quickly Grace cooked egg. again.,Grace siri akwa.
education,Tomorrow Mary studies in the school. again.,Mary na-amụ na ụlọ akwụkwọ.
food,David ate bread.,David riri achịcha.
weather,Now David likes always the cloud.,David hụrụ igwe ojii n'anya.
business,Obinna always sold the computer. immediately.,Obinna rere kọmputa.
technology,Tomorrow Peter very repaired the computer. now.,Peter rụziri kọmputa.
business,Kindly Ada often bought rice. today.,Ada zụtara osikapa.
health,Mary has cholera.,Mary nwere kọlera.
general,Please Peter really works well. now.,Peter na-arụ ọrụ nke ọma.
food,Today egg very tastes good. today.,akwa na-atọ ụtọ.
business,Mary bought soup.,Mary zụtara ofe.
technology,Tomorrow Emeka uses very a computer. again.,Emeka na-eji kọmputa.
government,David met the minister.,David zutere mịnista.
education,Emeka studies in the library. today.,Emeka na-amụ na ọba akwụkwọ.
education,Now The student is open. today.,nwa akwụkwọ meghere.
government,The election often was peaceful. again.,Ntuli aka gara nke ọma.
business,Quickly The trader sometimes visited Nigeria. carefully.,Onye ahịa gara Naịjirịa.
weather,John likes the cloud.,John hụrụ igwe ojii n'anya.
agriculture,Now Chinedu harvested vegetable.,Chinedu kpọrọ akwukwo nri.
general,David lives in Lagos.,David bi na Lagos.
business,Now The sometimes trader visited Lagos. again.,Onye ahịa gara Lagos.
food,Please rice often tastes good. today.,osikapa na-atọ ụtọ.
health,Please The doctor treated diabetes.,Dọkịta gwọrọ shuga.
weather,There very is storm today. today.,oke ifufe dị taa.
technology,Kindly Chioma uses a software. today.,Chioma na-eji sọftụwia.
education,Every chef needs education.,onye isi nri niile chọrọ agụmakwụkwọ.
general,Chinedu lives in Onitsha.,Chinedu bi na Ọnịcha.
agriculture,tomato grows well.,tomato na-eto nke ọma.
weather,Tomorrow The very rain is changing. today.,mmiri ozuzo na-agbanwe.
government,Mary met the president.,Mary zutere onye isi ala.
food,Chioma ate beans.,Chioma riri agwa.
technology,Tomorrow Grace sometimes uses a internet. again.,Grace na-eji ịntanet.
food,Ada ate fish.,Ada riri azụ.
food,Kindly egg sometimes tastes good.,akwa na-atọ ụtọ.
government,John met the government.,John zutere gọọmenti.
agriculture,Chioma harvested maize.,Chioma kpọrọ ọka.
health,Chinedu visited the hospital today.,Chinedu gara ụlọ ọgwụ taa.
government,Obinna met the governor.,Obinna zutere gọvanọ.
general,Ada is a doctor.,Ada bụ dọkịta.
food,Now meat tastes good. today.,anụ na-atọ ụtọ.
government,Today The really election was peaceful. now.,Ntuli aka gara nke ọma.
education,Quickly Every always police officer needs education.,onye uwe ojii niile chọrọ agụmakwụkwọ.
government,Now The really governor announced a meeting. today.,gọvanọ kwupụtara nzukọ.
agriculture,Kindly vegetable always grows well. immediately.,akwukwo nri na-eto nke ọma.
general,Kindly Ada very lives in Abuja. again.,Ada bi na Abuja.
transportation,Today The car arrived early.,ụgbọala rutere n'oge.
agriculture,Please The farmer often planted pepper. immediately.,Onye ọrụ ugbo kụrụ ose.
health,Tomorrow The doctor treated diabetes.,Dọkịta gwọrọ shuga.
health,Tomorrow Mary very has cholera. today.,Mary nwere kọlera.
education,Now Peter very studies in the student. now.,Peter na-amụ na nwa akwụkwọ.
technology,Tomorrow The really mouse is new. carefully.,maụs ahụ dị ọhụrụ.
transportation,The always airport arrived early. carefully.,ọdụ ụgbọ elu rutere n'oge.
food,Today Grace really ate cassava. again.,Grace riri akpụ.
government,Now The always minister announced a meeting. carefully.,mịnista kwupụtara nzukọ.
business,Kindly John sold often the bag. immediately.,John rere akpa.
agriculture,Now Chinedu really harvested cocoyam. carefully.,Chinedu kpọrọ ede.
business,Mary bought beans.,Mary zụtara agwa.
health,The doctor sometimes treated typhoid. now.,Dọkịta gwọrọ taịfọd.
health,Quickly John really has diabetes. carefully.,John nwere shuga.
health,Kindly The doctor treated fever. now.,Dọkịta gwọrọ ahụ ọkụ.
technology,Mary uses a database.,Mary na-eji ụlọ nchekwa data.
technology,Please Ada uses often a mouse. carefully.,Ada na-eji maụs.
food,Kindly Obinna very cooked soup. immediately.,Obinna siri ofe.
food,Please beans always tastes good. today.,agwa na-atọ ụtọ.
health,Please Peter always visited the hospital today. today.,Peter gara ụlọ ọgwụ taa.
transportation,Tomorrow David often boarded a car. now.,David banyere ụgbọala.
transportation,Grace travelled to Owerri.,Grace gara Owerri.
education,Today The classroom is open. immediately.,ụlọ klas meghere.
agriculture,Now The farmer planted cocoyam. carefully.,Onye ọrụ ugbo kụrụ ede.
technology,Emeka repaired the software.,Emeka rụziri sọftụwia.
agriculture,Peter harvested vegetable.,Peter kpọrọ akwukwo nri.
general,Chinedu will really write tomorrow. now.,Chinedu ga dee echi.
agriculture,Kindly The very farmer planted maize. today.,Onye ọrụ ugbo kụrụ ọka.
education,Chinedu studies in the classroom.,Chinedu na-amụ na ụlọ klas.
weather,Please There is always wind today. again.,ifufe dị taa.
transportation,The airport arrived early.,ọdụ ụgbọ elu rutere n'oge.
food,Now egg really tastes good. today.,akwa na-atọ ụtọ.
food,Mary ate beans.,Mary riri agwa.
technology,Chioma repaired the software.,Chioma rụziri sọftụwia.
weather,Please The always sun is changing. immediately.,anwụ na-agbanwe.
agriculture,Now The very farmer planted cassava. now.,Onye ọrụ ugbo kụrụ akpụ.
general,Chinedu will write tomorrow.,Chinedu ga dee echi.
education,David studies in the library.,David na-amụ na ọba akwụkwọ.
weather,Mary likes the storm.,Mary hụrụ oke ifufe n'anya.
business,Today The trader visited Onitsha. today.,Onye ahịa gara Ọnịcha.
health,Kindly The doctor often treated typhoid.,Dọkịta gwọrọ taịfọd.
general,Peter lives really in Lagos. now.,Peter bi na Lagos.
weather,Now The always wind is changing. carefully.,ifufe na-agbanwe.
weather,Quickly Mary likes very the cloud. again.,Mary hụrụ igwe ojii n'anya.
education,Every nurse very needs education. again.,nọọsụ niile chọrọ agụmakwụkwọ.
transportation,Now Ada travelled really to Lagos. again.,Ada gara Lagos.
technology,Now Chinedu repaired really the keyboard. immediately.,Chinedu rụziri kiibọdụ.
government,Kindly The election was peaceful. now.,Ntuli aka gara nke ọma.
food,Quickly Mary really ate meat. immediately.,Mary riri anụ.
