domain,english,igbo
education,He is a student.,Ọ bụ nwa akwụkwọ.
education,The students are in the classroom.,Ụmụ akwụkwọ nọ n'ime klaasị.
education,The teacher entered the classroom.,Onye nkuzi batara n'ime klaasị.
education,The student is writing a sentence.,Nwa akwụkwọ ahụ na-ede ahịrịokwu.
education,The student opened the book.,Nwa akwụkwọ ahụ meghere akwụkwọ ahụ.
education,The teacher opened the door.,Onye nkuzi meghere ọnụ ụzọ.
education,The lesson has started.,Ihe ọmụmụ amalitela.
education,The lesson is important.,Ihe ọmụmụ ahụ dị mkpa.
education,The class is beginning.,Klaasị na-amalite.
education,The class has ended.,Klaasị agwụla.
education,The students are listening to the teacher.,Ụmụ akwụkwọ na-ege onye nkuzi ntị.
education,The teacher asked a question.,Onye nkuzi jụrụ ajụjụ.
education,The student answered the question.,Nwa akwụkwọ ahụ zara ajụjụ ahụ.
education,The teacher explained the lesson.,Onye nkuzi kọwara ihe ọmụmụ ahụ.
education,I understand the lesson.,Aghọtara m ihe ọmụmụ ahụ.
education,I do not understand the lesson.,Aghọtaghị m ihe ọmụmụ ahụ.
education,He is studying English.,Ọ na-amụ Bekee.
education,They are learning Igbo.,Ha na-amụ Igbo.
education,I am learning a new subject.,Ana m amụ isiokwu ọhụrụ.
education,Mathematics is difficult.,Mgbakọ na mwepụ siri ike.
education,English is interesting.,Bekee na-atọ ụtọ.
education,The student likes science.,Nwa akwụkwọ ahụ na-enwe mmasị na sayensị.
education,The teacher teaches history.,Onye nkuzi na-akụzi akụkọ ihe mere eme.
education,The students study geography.,Ụmụ akwụkwọ na-amụ ọdịdị ala.
education,The school teaches many subjects.,Ụlọ akwụkwọ ahụ na-akụzi ọtụtụ isiokwu.
education,I read every morning.,Ana m agụ akwụkwọ kwa ụtụtụ.
education,She studies every evening.,Ọ na-amụ ihe kwa mgbede.
education,He reads a book every day.,Ọ na-agụ akwụkwọ kwa ụbọchị.
education,The students study together.,Ụmụ akwụkwọ na-amụ ihe ọnụ.
education,The teacher works hard.,Onye nkuzi na-arụsi ọrụ ike.
education,The student works hard.,Nwa akwụkwọ ahụ na-arụsi ọrụ ike.
education,The students are preparing for the examination.,Ụmụ akwụkwọ na-akwado maka ule ahụ.
education,The examination will start tomorrow.,Ule ahụ ga-amalite echi.
education,The examination was difficult.,Ule ahụ siri ike.
education,The examination was easy.,Ule ahụ dị mfe.
education,The student failed the examination.,Nwa akwụkwọ ahụ adaghị ule ahụ.
education,She passed her examination.,Ọ gafere ule ya.
education,He is preparing for his examination.,Ọ na-akwado maka ule ya.
education,I have an examination tomorrow.,Enwere m ule echi.
education,The students wrote the examination.,Ụmụ akwụkwọ dere ule ahụ.
education,The teacher marked the examination.,Onye nkuzi akara ule ahụ.
education,The teacher gave the students homework.,Onye nkuzi nyere ụmụ akwụkwọ ọrụ ụlọ.
education,I have homework to do.,Enwere m ọrụ ụlọ m ga-arụ.
education,She completed her homework.,Ọ rụchara ọrụ ụlọ ya.
education,He forgot his homework.,Ọ chefuru ọrụ ụlọ ya.
education,The student submitted the assignment.,Nwa akwụkwọ ahụ nyefere ọrụ ahụ.
education,The teacher gave us an assignment.,Onye nkuzi nyere anyị ọrụ.
education,The assignment is difficult.,Ọrụ ahụ siri ike.
education,I finished my assignment.,Emechara m ọrụ m.
education,The student wrote an important note.,Nwa akwụkwọ ahụ dere ihe dị mkpa.
education,The teacher wrote on the board.,Onye nkuzi dere n'elu bọọdụ.
education,The students copied the notes.,Ụmụ akwụkwọ depụtaghachiri ihe ndị ahụ e dere.
education,The book is on the table.,Akwụkwọ ahụ dị n'elu tebụl.
education,I borrowed a book from the library.,Agbaziri m akwụkwọ n'ọba akwụkwọ.
education,The library is closed.,Ọba akwụkwọ mechiri.
education,The library has many books.,Ọba akwụkwọ nwere ọtụtụ akwụkwọ.
education,The student went to the library.,Nwa akwụkwọ ahụ gara n'ọba akwụkwọ.
education,The students are reading in the library.,Ụmụ akwụkwọ na-agụ akwụkwọ n'ọba akwụkwọ.
education,The classroom is clean.,Klaasị ahụ dị ọcha.
education,The classroom is large.,Klaasị ahụ buru ibu.
education,The classroom is small.,Klaasị ahụ dị obere.
education,The school has many classrooms.,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.
education,The school has a library.,Ụlọ akwụkwọ ahụ nwere ọba akwụkwọ.
education,The school has a laboratory.,Ụlọ akwụkwọ ahụ nwere ụlọ nyocha.
education,The students entered the classroom.,Ụmụ akwụkwọ banyere n'ime klaasị.
education,The students left the classroom.,Ụmụ akwụkwọ si na klaasị pụọ.
education,The teacher came to school early.,Onye nkuzi bịara ụlọ akwụkwọ n'oge.
education,The student came late to school.,Nwa akwụkwọ ahụ bịara ụlọ akwụkwọ n'oge gafere.
education,She went to school yesterday.,Ọ gara ụlọ akwụkwọ ụnyaahụ.
education,He will go to school tomorrow.,Ọ ga-aga ụlọ akwụkwọ echi.
education,I went to school this morning.,Agara m ụlọ akwụkwọ n'ụtụtụ a.
education,We are going to school now.,Anyị na-aga ụlọ akwụkwọ ugbu a.
education,The students returned home after school.,Ụmụ akwụkwọ laghachiri n'ụlọ mgbe ụlọ akwụkwọ gachara.
education,The teacher came from Enugu.,Onye nkuzi si Enugu bịa.
education,The student lives near the school.,Nwa akwụkwọ ahụ bi nso ụlọ akwụkwọ ahụ.
education,My school is far from my house.,Ụlọ akwụkwọ m dị anya site n'ụlọ m.
education,Her school is in Enugu.,Ụlọ akwụkwọ ya dị na Enugu.
education,The students wear school uniforms.,Ụmụ akwụkwọ na-eyi uwe ụlọ akwụkwọ.
education,The teacher is wearing a new shirt.,Onye nkuzi na-eyi uwe elu ọhụrụ.
education,The student brought a pen.,Nwa akwụkwọ ahụ wetara mkpịsị akwụkwọ.
education,I need a new notebook.,Achọrọ m akwụkwọ ndetu ọhụrụ.
education,She lost her pencil.,Ọ tụfuru pensụl ya.
education,He bought a new school bag.,Ọ zụtara akpa ụlọ akwụkwọ ọhụrụ.
education,The student has a dictionary.,Nwa akwụkwọ ahụ nwere akwụkwọ ọkọwa okwu.
education,Please read the question.,Biko gụọ ajụjụ ahụ.
education,Please answer the question.,Biko zaa ajụjụ ahụ.
education,Please open your book.,Biko mepee akwụkwọ gị.
education,Please close your book.,Biko mechie akwụkwọ gị.
education,Listen carefully to the teacher.,Gee onye nkuzi ntị nke ọma.
education,Do not make noise in the classroom.,Emela mkpọtụ n'ime klaasị.
education,The student asked the teacher a question.,Nwa akwụkwọ ahụ jụrụ onye nkuzi ajụjụ.
education,The teacher answered the question.,Onye nkuzi zara ajụjụ ahụ.
education,The students learned something new.,Ụmụ akwụkwọ mụtara ihe ọhụrụ.
education,Education is important.,Mmụta dị mkpa.
education,Knowledge is valuable.,Ọmụma bara uru.
education,The student wants to become a doctor.,Nwa akwụkwọ ahụ chọrọ ịghọ dọkịta.
education,She wants to become a teacher.,Ọ chọrọ ịghọ onye nkuzi.
education,He wants to study computer science.,Ọ chọrọ ịmụ sayensị kọmputa.
education,The students are ready to learn.,Ụmụ akwụkwọ dị njikere ịmụ ihe.
education,The teacher is ready for the lesson.,Onye nkuzi dị njikere maka ihe ọmụmụ ahụ.
education,We learn something new every day.,Anyị na-amụta ihe ọhụrụ kwa ụbọchị.
education,The student improved after studying.,Nwa akwụkwọ ahụ mere nke ọma karịa mgbe ọ mụsịrị ihe.
food,The food is ready.,Nri ahụ adịla njikere.
food,The food is delicious.,Nri ahụ na-atọ ụtọ.
food,The food is hot.,Nri ahụ dị ọkụ.
food,The food is cold.,Nri ahụ dị jụụ.
food,The food is fresh.,Nri ahụ dị ọhụrụ.
food,The food is tasty.,Nri ahụ na-atọ ụtọ.
food,I like this food.,Nri a na-amasị m.
food,I do not like this food.,Nri a anaghị amasị m.
food,What are you cooking?,Gịnị ka ị na-esi?
food,I am cooking food.,Ana m esi nri.
food,She is cooking dinner.,Ọ na-esi nri abalị.
food,He is preparing breakfast.,Ọ na-akwadebe nri ụtụtụ.
food,We are preparing lunch.,Anyị na-akwadebe nri ehihie.
food,The mother is cooking in the kitchen.,Nne ahụ na-esi nri n'ọnụ ụlọ nri.
food,The child is eating food.,Nwa ahụ na-eri nri.
food,We are eating dinner.,Anyị na-eri nri abalị.
food,I ate breakfast this morning.,Eriwo m nri ụtụtụ taa.
food,I will eat later.,Aga m eri nri ma emechaa.
food,Please give me some food.,Biko nye m nri.
food,Please give me some water.,Biko nye m mmiri.
food,The child wants food.,Nwa ahụ chọrọ nri.
food,The baby is drinking milk.,Nwa ọhụrụ ahụ na-aṅụ mmiri ara.
food,I drink tea every morning.,Ana m aṅụ tii kwa ụtụtụ.
food,She drinks coffee.,Ọ na-aṅụ kọfị.
food,He drinks cold water.,Ọ na-aṅụ mmiri oyi.
food,We drink fruit juice.,Anyị na-aṅụ ihe ọṅụṅụ mkpụrụ osisi.
food,The water is clean.,Mmiri ahụ dị ọcha.
food,The water is dirty.,Mmiri ahụ ruru unyi.
food,The soup is hot.,Ofe ahụ dị ọkụ.
food,The soup is delicious.,Ofe ahụ na-atọ ụtọ.
food,She made a pot of soup.,Ọ siri ite ofe.
food,The soup needs more salt.,Ofe ahụ chọrọ nnu ọzọ.
food,Add some water to the soup.,Tinye ntakịrị mmiri na ofe ahụ.
food,Add some salt to the food.,Tinye ntakịrị nnu na nri ahụ.
food,The food needs more pepper.,Nri ahụ chọrọ ose ọzọ.
food,The pepper is very hot.,Ose ahụ dị ọkụ nke ukwuu.
food,The rice is ready.,Osikapa adịla njikere.
food,She cooked rice.,Ọ siri osikapa.
food,We ate rice and beans.,Anyị riri osikapa na agwa.
food,The beans are cooking.,Agwa na-esi.
food,The yam is ready.,Ji adịla njikere.
food,She boiled the yam.,Ọ siri ji.
food,He ate roasted yam.,Ọ riri ji a ṅara n'ọkụ.
food,The cassava is fresh.,Akpụ ahụ dị ọhụrụ.
food,The farmer brought cassava.,Onye ọrụ ugbo wetara akpụ.
food,The maize is ready to eat.,Ọka ahụ adịla njikere iri.
food,She roasted the maize.,Ọ ṅara ọka n'ọkụ.
food,The plantain is ripe.,Unere ahụ achawo.
food,The banana is ripe.,Unere ahụ achawo.
food,The fruit is sweet.,Mkpụrụ osisi ahụ na-atọ ụtọ.
food,I bought some oranges.,Azụtara m oroma ụfọdụ.
food,She ate a mango.,Ọ riri mango.
food,The apple is red.,Apụl ahụ na-acha ọbara ọbara.
food,The vegetables are fresh.,Akwụkwọ nri ahụ dị ọhụrụ.
food,Wash the vegetables.,Saa akwụkwọ nri ahụ.
food,She cut the vegetables.,Ọ gbubiri akwụkwọ nri ahụ.
food,The tomato is fresh.,Tomato ahụ dị ọhụrụ.
food,The onion is small.,Yabasị ahụ dị obere.
food,The pepper is green.,Ose ahụ na-acha akwụkwọ ndụ.
food,The carrot is orange.,Karọt ahụ na-acha oroma.
food,We need more vegetables.,Anyị chọrọ akwụkwọ nri ọzọ.
food,The market sells fresh food.,Ahịa ahụ na-ere nri ọhụrụ.
food,I went to the market to buy food.,Agara m ahịa ịzụta nri.
food,She bought vegetables at the market.,Ọ zụtara akwụkwọ nri n'ahịa.
food,He bought fish at the market.,Ọ zụtara azụ n'ahịa.
food,The fish is fresh.,Azụ ahụ dị ọhụrụ.
food,She cooked the fish.,Ọ siri azụ ahụ.
food,The chicken is ready.,Ọkụkọ ahụ adịla njikere.
food,She cooked chicken for dinner.,Ọ siri ọkụkọ maka nri abalị.
food,The meat is soft.,Anụ ahụ dị nro.
food,The meat is hard.,Anụ ahụ siri ike.
food,We bought meat from the market.,Anyị zụtara anụ n'ahịa.
food,The egg is fresh.,Akwa ahụ dị ọhụrụ.
food,She boiled an egg.,Ọ siri akwa.
food,I ate two eggs.,Eri m akwa abụọ.
food,The bread is fresh.,Achịcha ahụ dị ọhụrụ.
food,He bought bread for breakfast.,Ọ zụtara achịcha maka nri ụtụtụ.
food,The cake is sweet.,Achịcha ahụ na-atọ ụtọ.
food,She baked a cake.,Ọ kpụrụ achịcha achịcha.
food,The plate is on the table.,Efere ahụ dị n'elu tebụl.
food,Put the food on the table.,Tinye nri ahụ n'elu tebụl.
food,Bring a clean plate.,Weta efere dị ọcha.
food,Wash the plates.,Saa efere ndị ahụ.
food,The kitchen is clean.,Ụlọ nri ahụ dị ọcha.
food,The kitchen is dirty.,Ụlọ nri ahụ ruru unyi.
food,She is washing the dishes.,Ọ na-asa efere.
food,He is cleaning the kitchen.,Ọ na-ehicha ụlọ nri.
food,The pot is on the stove.,Ite ahụ dị n'elu stovu.
food,The water is boiling.,Mmiri ahụ na-esi.
food,The food is boiling.,Nri ahụ na-esi.
food,Turn off the stove.,Gbanyụọ stovu ahụ.
food,Turn on the stove.,Gbanye stovu ahụ.
food,Use a knife to cut the food.,Jiri mma gbutuo nri ahụ.
food,Use a spoon to eat the soup.,Jiri ngaji rie ofe ahụ.
food,Use a fork to eat the food.,Jiri ndụdụ rie nri ahụ.
food,The spoon is on the table.,Ngaji ahụ dị n'elu tebụl.
food,The knife is sharp.,Mma ahụ dị nkọ.
food,The cup is full of water.,Iko ahụ juputara na mmiri.
food,The bottle is empty.,Karama ahụ tọgbọ chakoo.
food,Fill the bottle with water.,Jupụta karama ahụ na mmiri.
food,The food is too salty.,Nri ahụ nwere nnu gabiga ókè.
food,The food is too spicy.,Nri ahụ nwere ose gabiga ókè.
food,The food is not sweet enough.,Nri ahụ adịghị atọ ụtọ nke ọma.
food,The food smells good.,Nri ahụ na-esi ísì ọma.
food,The food smells bad.,Nri ahụ na-esi ísì ọjọọ.
food,Do you want more food?,Ị chọrọ nri ọzọ?
food,Would you like some water?,Ị chọrọ mmiri?
food,Can I have some rice?,Enwere m ike ịnweta osikapa?
food,Can I have some soup?,Enwere m ike ịnweta ofe?
food,Please wait for the food.,Biko chere nri ahụ.
food,The meal is finished.,Nri ahụ agwụla.
food,There is no more food.,Ọ dịghị nri ọzọ.
food,We have enough food.,Anyị nwere nri zuru ezu.
food,The family prepared food for the visitors.,Ezinụlọ ahụ kwadebere nri maka ndị ọbịa.
food,The visitors ate the food.,Ndị ọbịa ahụ riri nri ahụ.
food,Everyone enjoyed the meal.,Onye ọ bụla nwere mmasị na nri ahụ.
food,The children are eating fruit.,Ụmụaka ahụ na-eri mkpụrụ osisi.
food,The children are drinking water.,Ụmụaka ahụ na-aṅụ mmiri.
food,The mother prepared food for the children.,Nne ahụ kwadebere ụmụaka nri.
food,The father bought food for the family.,Nna ahụ zụtara ezinụlọ nri.
food,We cook food every day.,Anyị na-esi nri kwa ụbọchị.
food,She cooks very well.,Ọ na-esi nri nke ọma.
food,He knows how to cook.,Ọ maara esi nri.
food,I am learning how to cook.,Ana m amụta esi nri.
food,The food was prepared carefully.,A kwadebere nri ahụ nke ọma.
food,The food was served to the guests.,E nyere ndị ọbịa nri ahụ.
food,The guests sat down to eat.,Ndị ọbịa ahụ nọdụrụ ala iri nri.
food,We shared the food.,Anyị kesara nri ahụ.
food,Do not waste the food.,Ekwela ka nri ahụ laa n'iyi.
food,Save some food for later.,Chekwaa ụfọdụ nri maka emechaa.
food,The food will be ready soon.,Nri ahụ ga-adị njikere n'oge na-adịghị anya.
food,We will cook dinner tonight.,Anyị ga-esi nri abalị taa.
food,She bought ingredients for the meal.,Ọ zụtara ihe ndị a ga-eji esi nri.
food,The ingredients are on the table.,Ihe ndị a ga-eji esi nri dị n'elu tebụl.
food,We need onions and tomatoes.,Anyị chọrọ yabasị na tomato.
food,The recipe is easy.,Usoro esi nri ahụ dị mfe.
food,Follow the recipe carefully.,Soro usoro esi nri ahụ nke ọma.
food,The cook prepared the meal.,Onye na-esi nri kwadebere nri ahụ.
food,The restaurant serves good food.,Ụlọ oriri na-enye ezigbo nri.
food,We ate at a restaurant.,Anyị riri nri n'ụlọ oriri.
food,The restaurant is busy.,Ụlọ oriri ahụ jupụtara n'ọrụ.
food,The waiter brought the food.,Onye na-eje ozi wetara nri ahụ.
food,The bill is on the table.,Akwụkwọ ụgwọ ahụ dị n'elu tebụl.
food,We paid for the food.,Anyị kwụrụ ụgwọ nri ahụ.
general,I am very well.,Adị m ezigbo mma.
general,Thank you very much.,Daalụ nke ukwuu.
general,Please come in.,Biko bata.
general,Please sit down.,Biko nọdụ ala.
general,Please wait.,Biko chere.
general,Please listen to me.,Biko gee m ntị.
general,What is your surname?,Gịnị bụ aha nna gị?
general,Where are you from?,Ebee ka i si?
general,I am from Nigeria.,Esi m Naịjirịa.
general,I live in Enugu.,Ana m ebi na Enugu.
general,Where do you live?,Ebee ka ị na-ebi?
general,She is my sister.,Ọ bụ nwanne m nwanyị.
general,He is my brother.,Ọ bụ nwanne m nwoke.
general,This is my family.,Nke a bụ ezinụlọ m.
general,I am going to the market.,Ana m aga ahịa.
general,I am coming back.,Ana m alọghachi.
general,I am coming tomorrow.,Ana m abịa echi.
general,I will see you tomorrow.,Aga m ahụ gị echi.
general,See you later.,Ka anyị hụ ma emechaa.
general,I understand Igbo.,Aghọtara m Igbo.
general,Please repeat that.,Biko kwughachi nke ahụ.
general,What did you say?,Gịnị ka ị kwuru?
general,Please explain it to me.,Biko kọwaara m ya.
general,I know.,Ama m.
general,I do not know.,Amaghị m.
general,I remember.,Echetara m.
general,I forgot.,Echefuru m.
general,That is correct.,Nke ahụ bụ eziokwu.
general,That is not correct.,Nke ahụ abụghị eziokwu.
general,Yes.,Ee.
general,No.,Mba.
general,Maybe.,Ikekwe.
general,Of course.,N'ezie.
general,Really?,N'ezie?
general,What happened?,Gịnị mere?
general,Nothing happened.,Ọ dịghị ihe mere.
general,Are you ready?,Ị dị njikere?
general,I am ready.,Adị m njikere.
general,Wait for me.,Chere m.
general,Follow me.,Soro m.
general,Come with me.,Soro m bịa.
general,Go ahead.,Gaa n'ihu.
general,Be careful.,Kpachara anya.
general,Do not worry.,Echegbula onwe gị.
general,I am sorry.,Ọ dị m nwute.
general,Excuse me.,Biko.
general,It is okay.,Ọ dị mma.
general,Everything is fine.,Ihe niile dị mma.
general,I am happy.,Obi dị m ụtọ.
general,I am free now.,Enwere m ohere ugbu a.
general,What time is it?,Kedu oge ọ bụ?
general,It is morning.,Ọ bụ ụtụtụ.
general,It is afternoon.,Ọ bụ ehihie.
general,It is evening.,Ọ bụ mgbede.
general,Today is a good day.,Taa bụ ụbọchị ọma.
general,Tomorrow is another day.,Echi bụ ụbọchị ọzọ.
general,Today is Monday.,Taa bụ Mọnde.
general,Today is Tuesday.,Taa bụ Tuzdee.
general,Today is Wednesday.,Taa bụ Wenezdee.
general,Today is Thursday.,Taa bụ Tọọzdee.
general,Today is Friday.,Taa bụ Fraịdee.
general,Today is Saturday.,Taa bụ Satọdee.
general,Today is Sunday.,Taa bụ Sọnde.
general,I like this.,Ọ masịrị m nke a.
general,I do not like this.,Ọ masịghị m nke a.
general,I need help.,Achọrọ m enyemaka.
general,Can you help me?,Ị nwere ike inyere m aka?
general,I can help you.,Enwere m ike inyere gị aka.
general,Let us go.,Ka anyị gaa.
general,Let us start.,Ka anyị bido.
general,Let us continue.,Ka anyị gaa n'ihu.
general,What do you need?,Gịnị ka ị chọrọ?
general,I need water.,Achọrọ m mmiri.
general,I need food.,Achọrọ m nri.
general,I need money.,Achọrọ m ego.
general,Where is the bathroom?,Ebee ka ụlọ mposi dị?
general,Where is the road?,Ebee ka ụzọ dị?
general,Where is the market?,Ebee ka ahịa dị?
general,Where is the school?,Ebee ka ụlọ akwụkwọ dị?
general,The place is near.,Ebe ahụ dị nso.
general,The place is far.,Ebe ahụ dị anya.
general,Come here.,Bịa ebe a.
general,Go there.,Gaa ebe ahụ.
general,Look at this.,Lee nke a.
general,Look at that.,Lee nke ahụ.
general,Open the door.,Mepee ụzọ.
general,Close the door.,Mechie ụzọ.
general,Turn on the light.,Gbanye ọkụ.
general,Turn off the light.,Gbanyụọ ọkụ.
general,Give me the book.,Nye m akwụkwọ ahụ.
general,Take this.,Were nke a.
general,Bring the water.,Weta mmiri ahụ.
general,Put it here.,Tinye ya ebe a.
general,Do not touch it.,Emetụla ya aka.
general,Do not go there.,Agala ebe ahụ.
general,Do not forget.,Echefukwala.
general,Remember this.,Cheta nke a.
general,What do you think?,Gịnị ka ị na-eche?
general,I think it is good.,Echere m na ọ dị mma.
general,I agree with you.,Ekwenyere m na gị.
general,I do not agree.,Ekwetaghị m.
general,That is a good idea.,Nke ahụ bụ ezigbo echiche.
general,That is a bad idea.,Nke ahụ bụ echiche ọjọọ.
general,It is important.,Ọ dị mkpa.
general,It is not important.,Ọ dịghị mkpa.
general,Everything is ready.,Ihe niile adịla njikere.
general,The work is finished.,Ọrụ ahụ agwụla.
general,I will come back.,Aga m alọghachi.
general,I will call you.,Aga m akpọ gị.
general,Call me later.,Kpọọ m ma emechaa.
general,I received your message.,Enwetara m ozi gị.
general,What is the problem?,Gịnị bụ nsogbu ahụ?
general,There is no problem.,Nsogbu adịghị.
general,The problem is serious.,Nsogbu ahụ dị njọ.
general,We need a solution.,Anyị chọrọ ihe ngwọta.
general,Everything will be fine.,Ihe niile ga-adị mma.
health,I am feeling well.,Ahụ dị m mma.
health,I am not feeling well.,Ahụ adịghị m mma.
health,I am sick.,A na-arịa m ọrịa.
health,I feel tired.,Ike gwụrụ m.
health,I feel weak.,Adịghị m ike.
health,I have a headache.,Isi na-afụ m.
health,I have a stomach ache.,Afọ na-afụ m.
health,I have a toothache.,Eze na-afụ m.
health,I have a sore throat.,Akpịrị na-afụ m.
health,I have a cough.,Ụkwara na-agụ m.
health,I have a cold.,Oyi na-arịa m.
health,I have a fever.,Ahụ ọkụ na-agba m.
health,I have a headache today.,Isi na-afụ m taa.
health,My body is hot.,Ahụ m dị ọkụ.
health,My body is cold.,Ahụ m dị jụụ.
health,I feel dizzy.,Isi na-atụgharị m.
health,I feel better now.,Ahụ adịla m mma ugbu a.
health,I feel worse today.,Ahụ na-adị m njọ taa.
health,She is feeling sick.,Ahụ adịghị ya mma.
health,He is feeling tired.,Ike gwụrụ ya.
health,The child is sick.,Nwa ahụ na-arịa ọrịa.
health,The baby has a fever.,Nwa ọhụrụ ahụ nwere ahụ ọkụ.
health,The patient is resting.,Onye ọrịa ahụ na-ezu ike.
health,The patient needs help.,Onye ọrịa ahụ chọrọ enyemaka.
health,The patient is getting better.,Ahụ onye ọrịa ahụ na-adị mma.
health,The patient is very weak.,Onye ọrịa ahụ adịghị ike nke ukwuu.
health,Call a doctor.,Kpọọ dọkịta.
health,We need to see a doctor.,Anyị kwesịrị ịhụ dọkịta.
health,I went to the hospital.,Agara m ụlọ ọgwụ.
health,She went to the hospital yesterday.,Ọ gara ụlọ ọgwụ ụnyaahụ.
health,He is at the hospital.,Ọ nọ n'ụlọ ọgwụ.
health,The doctor is examining the patient.,Dọkịta na-enyocha onye ọrịa ahụ.
health,The doctor asked me some questions.,Dọkịta jụrụ m ajụjụ ụfọdụ.
health,The nurse helped the patient.,Nọọsụ nyere onye ọrịa ahụ aka.
health,The doctor gave me medicine.,Dọkịta nyere m ọgwụ.
health,I need to take my medicine.,Ọ dị m mkpa ịṅụ ọgwụ m.
health,Take this medicine twice a day.,Ṅụọ ọgwụ a ugboro abụọ kwa ụbọchị.
health,Take the medicine after eating.,Ṅụọ ọgwụ ahụ mgbe i richara nri.
health,Do not forget your medicine.,Echefula ọgwụ gị.
health,The medicine is working.,Ọgwụ ahụ na-arụ ọrụ.
health,The medicine helped me.,Ọgwụ ahụ nyeere m aka.
health,The medicine is finished.,Ọgwụ ahụ agwụla.
health,I bought medicine from the pharmacy.,Azụtara m ọgwụ n'ụlọ ahịa ọgwụ.
health,The pharmacy is open.,Ụlọ ahịa ọgwụ ahụ mepere emepe.
health,The pharmacy is closed.,Ụlọ ahịa ọgwụ ahụ emechiela.
health,The doctor wrote a prescription.,Dọkịta dere akwụkwọ ndenye ọgwụ.
health,The nurse checked my temperature.,Nọọsụ tụrụ okpomọkụ ahụ m.
health,The doctor checked my blood pressure.,Dọkịta tụrụ ọbara mgbali m.
health,The doctor examined my eyes.,Dọkịta nyochara anya m.
health,The doctor examined my ear.,Dọkịta nyochara ntị m.
health,The doctor examined my stomach.,Dọkịta nyochara afọ m.
health,I need a medical examination.,Ọ dị m mkpa ịga nyocha ahụike.
health,The test result is ready.,Nsonaazụ ule ahụ adịla njikere.
health,The blood test was normal.,Nnwale ọbara ahụ dị mma.
health,The doctor took a blood sample.,Dọkịta were ihe nlele ọbara.
health,I need to rest.,Ọ dị m mkpa izu ike.
health,You should sleep more.,Ị kwesịrị ịrahụ ụra karịa.
health,Drink plenty of water.,Ṅụọ mmiri nke ukwuu.
health,Drink clean water.,Ṅụọ mmiri dị ọcha.
health,Eat healthy food.,Rie nri dị mma.
health,Eat more fruits and vegetables.,Rie ọtụtụ mkpụrụ osisi na akwụkwọ nri.
health,Wash your hands before eating.,Saa aka gị tupu ị rie nri.
health,Wash your hands regularly.,Na-asa aka gị mgbe niile.
health,Keep your body clean.,Debe ahụ gị ọcha.
health,Exercise every day.,Na-emega ahụ kwa ụbọchị.
health,Walking is good for your health.,Ije dị mma maka ahụike gị.
health,Regular exercise keeps the body healthy.,Mmega ahụ mgbe niile na-eme ka ahụ dị mma.
health,Healthy food gives the body strength.,Nri dị mma na-enye ahụ ike.
health,Too much sugar is not healthy.,Ọtụtụ shuga adịghị mma maka ahụike.
health,Too much salt is not healthy.,Ọtụtụ nnu adịghị mma maka ahụike.
health,Smoking is harmful to health.,Ịṅụ sịga na-emerụ ahụike.
health,Do not smoke.,Aṅụla sịga.
health,Do not drink dirty water.,Aṅụla mmiri ruru unyi.
health,The wound is healing.,Ọnya ahụ na-agwọ.
health,The wound is painful.,Ọnya ahụ na-afụ ụfụ.
health,He has a wound on his hand.,O nwere ọnya n'aka ya.
health,She hurt her leg.,Ọ merụrụ ụkwụ ya.
health,I hurt my arm.,Emerụrụ m aka m.
health,Be careful not to hurt yourself.,Kpachara anya ka ị ghara imerụ onwe gị ahụ.
health,The injury is serious.,Mmerụ ahụ dị njọ.
health,The injury is not serious.,Mmerụ ahụ adịghị njọ.
health,He broke his leg.,Ọ gbajiri ụkwụ ya.
health,She fell and hurt herself.,Ọ dara wee merụọ onwe ya ahụ.
health,The child fell down.,Nwa ahụ dara.
health,The pain is gone.,Ihe mgbu ahụ akwụsịla.
health,The pain is getting worse.,Ihe mgbu ahụ na-akawanye njọ.
health,The pain is getting better.,Ihe mgbu ahụ na-akawanye mma.
health,Where does it hurt?,Ebee ka ọ na-afụ?
health,When did the pain start?,Olee mgbe ihe mgbu ahụ malitere?
health,How long have you been sick?,Ogologo oge ole ka ị na-arịa ọrịa?
health,Are you feeling better?,Ahụ adịla gị mma?
health,Do you have a fever?,Ị nwere ahụ ọkụ?
health,Do you have any pain?,Ị nwere ihe mgbu?
health,Are you taking any medicine?,Ị na-aṅụ ọgwụ ọ bụla?
health,The child needs medical attention.,Nwa ahụ chọrọ nlekọta ahụike.
health,The baby is sleeping.,Nwa ọhụrụ ahụ na-arahụ ụra.
health,The baby is crying.,Nwa ọhụrụ ahụ na-ebe akwa.
health,The mother is taking care of the baby.,Nne ahụ na-elekọta nwa ọhụrụ ahụ.
health,The elderly man needs help.,Agadi nwoke ahụ chọrọ enyemaka.
health,The elderly woman is resting.,Agadi nwanyị ahụ na-ezu ike.
health,The ambulance arrived quickly.,Ụgbọ ala mberede ahụ rutere ngwa ngwa.
health,The hospital is far from here.,Ụlọ ọgwụ ahụ dị anya site ebe a.
health,The hospital is near my house.,Ụlọ ọgwụ ahụ dị nso n'ụlọ m.
health,The health centre is open today.,Ụlọ ahụike ahụ mepere taa.
health,We should protect our health.,Anyị kwesịrị ichekwa ahụike anyị.
health,Good health is important.,Ezi ahụike dị mkpa.
health,Prevention is better than treatment.,Mgbochi dị mma karịa ọgwụgwọ.
