domain,english,igbo
technology,Ada uses a database.,Ada na-eji ụlọ nchekwa data.
technology,Now Ada often uses a database.,Ada na-eji ụlọ nchekwa data.
education,Emeka studies in the classroom.,Emeka na-amụ na ụlọ klas.
education,Emeka studies in really the classroom. carefully.,Emeka na-amụ na ụlọ klas.
health,Now The often doctor treated typhoid. carefully.,Dọkịta gwọrọ taịfọd.
agriculture,Mary harvested cocoyam.,Mary kpọrọ ede.
agriculture,Today Mary harvested cocoyam.,Mary kpọrọ ede.
agriculture,Please The often farmer planted vegetable. immediately.,Onye ọrụ ugbo kụrụ akwukwo nri.
food,Chioma ate beans.,Chioma riri agwa.
food,Please Chioma really ate beans. now.,Chioma riri agwa.
agriculture,Chinedu harvested cocoyam.,Chinedu kpọrọ ede.
agriculture,Now Chinedu really harvested cocoyam. carefully.,Chinedu kpọrọ ede.
agriculture,Please cassava very grows well. again.,akpụ na-eto nke ọma.
general,The table is beautiful.,tebụl ahụ dị mara mma.
general,Tomorrow The table really is beautiful. immediately.,tebụl ahụ dị mara mma.
education,Grace studies in the assignment.,Grace na-amụ na ọrụ ụlọ.
education,Now Grace very studies in the assignment. today.,Grace na-amụ na ọrụ ụlọ.
transportation,Kindly The airport arrived early. today.,ọdụ ụgbọ elu rutere n'oge.
food,soup tastes good.,ofe na-atọ ụtọ.
food,soup very tastes good. immediately.,ofe na-atọ ụtọ.
agriculture,Emeka harvested yam.,Emeka kpọrọ ji.
agriculture,Kindly Emeka sometimes harvested yam. now.,Emeka kpọrọ ji.
business,Mary sold the computer.,Mary rere kọmputa.
government,Chinedu met the governor.,Chinedu zutere gọvanọ.
government,Please Chinedu met really the governor. now.,Chinedu zutere gọvanọ.
weather,The really sun is changing. immediately.,anwụ na-agbanwe.
food,Peter ate egg.,Peter riri akwa.
food,Today Peter ate egg. now.,Peter riri akwa.
general,Ada works carefully.,Ada na-arụ ọrụ nlezianya.
general,Now Ada works carefully. carefully.,Ada na-arụ ọrụ nlezianya.
agriculture,Tomorrow cassava always grows well. again.,akpụ na-eto nke ọma.
technology,Tomorrow The really mouse is new. immediately.,maụs ahụ dị ọhụrụ.
weather,The storm always is changing. now.,oke ifufe na-agbanwe.
government,Chinedu met the senator.,Chinedu zutere senetọ.
government,Quickly Chinedu sometimes met the senator.,Chinedu zutere senetọ.
business,Today The trader often visited Kano.,Onye ahịa gara Kano.
transportation,Chinedu travelled to Nigeria.,Chinedu gara Naịjirịa.
transportation,Kindly Chinedu always travelled to Nigeria.,Chinedu gara Naịjirịa.
transportation,Kindly The always bus arrived early. today.,bọs rutere n'oge.
technology,Chioma uses a software.,Chioma na-eji sọftụwia.
technology,Kindly Chioma uses a software. today.,Chioma na-eji sọftụwia.
agriculture,Today The often farmer planted cassava. now.,Onye ọrụ ugbo kụrụ akpụ.
health,Chinedu visited the hospital today.,Chinedu gara ụlọ ọgwụ taa.
health,Please Chinedu visited the sometimes hospital today. immediately.,Chinedu gara ụlọ ọgwụ taa.
general,David lives in Lagos.,David bi na Lagos.
general,Today David lives very in Lagos. again.,David bi na Lagos.
technology,Tomorrow The always mouse is new. today.,maụs ahụ dị ọhụrụ.
general,The phone is fast.,ekwentị ahụ dị ngwa ngwa.
general,Quickly The phone very is fast. again.,ekwentị ahụ dị ngwa ngwa.
technology,Ada repaired the website.,Ada rụziri weebụsaịtị.
technology,Tomorrow Ada very repaired the website.,Ada rụziri weebụsaịtị.
general,Obinna is a programmer.,Obinna bụ onye mmemme kọmputa.
general,Kindly Obinna really is a programmer. carefully.,Obinna bụ onye mmemme kọmputa.
education,Every farmer needs education.,onye ọrụ ugbo niile chọrọ agụmakwụkwọ.
education,Now Every farmer often needs education. immediately.,onye ọrụ ugbo niile chọrọ agụmakwụkwọ.
education,Mary studies in the school.,Mary na-amụ na ụlọ akwụkwọ.
education,Tomorrow Mary studies in the school. again.,Mary na-amụ na ụlọ akwụkwọ.
general,Mary lives in Nigeria.,Mary bi na Naịjirịa.
general,Mary very lives in Nigeria.,Mary bi na Naịjirịa.
weather,Today John likes often the cloud.,John hụrụ igwe ojii n'anya.
government,The election often was peaceful. again.,Ntuli aka gara nke ọma.
education,Now Every police officer very needs education. carefully.,onye uwe ojii niile chọrọ agụmakwụkwọ.
transportation,The always airport arrived early. carefully.,ọdụ ụgbọ elu rutere n'oge.
health,Grace visited the hospital today.,Grace gara ụlọ ọgwụ taa.
health,Tomorrow Grace visited sometimes the hospital today. again.,Grace gara ụlọ ọgwụ taa.
business,Quickly The trader really visited Enugu.,Onye ahịa gara Enugu.
transportation,David travelled to Nigeria.,David gara Naịjirịa.
transportation,David travelled really to Nigeria. now.,David gara Naịjirịa.
government,The governor always announced a meeting. immediately.,gọvanọ kwupụtara nzukọ.
business,Peter sold the chair.,Peter rere oche.
business,Please Peter sold the chair. carefully.,Peter rere oche.
general,John lives in Enugu.,John bi na Enugu.
general,Now John always lives in Enugu. again.,John bi na Enugu.
technology,Chinedu repaired the database.,Chinedu rụziri ụlọ nchekwa data.
technology,Tomorrow Chinedu repaired the database. again.,Chinedu rụziri ụlọ nchekwa data.
technology,Today The hardware always is new. immediately.,họdụwia ahụ dị ọhụrụ.
education,Every tailor needs education.,onye akwa niile chọrọ agụmakwụkwọ.
education,Tomorrow Every sometimes tailor needs education. today.,onye akwa niile chọrọ agụmakwụkwọ.
technology,Tomorrow Ada repaired sometimes the internet. again.,Ada rụziri ịntanet.
business,Ada bought meat.,Ada zụtara anụ.
business,Quickly Ada sometimes bought meat. again.,Ada zụtara anụ.
general,Ada is a mechanic.,Ada bụ onye nrụzi ụgbọala.
general,Today Ada is very a mechanic. now.,Ada bụ onye nrụzi ụgbọala.
education,David studies in the school.,David na-amụ na ụlọ akwụkwọ.
education,Today David studies in the school.,David na-amụ na ụlọ akwụkwọ.
transportation,The road arrived early.,ụzọ rutere n'oge.
transportation,The road very arrived early. immediately.,ụzọ rutere n'oge.
government,Grace met the governor.,Grace zutere gọvanọ.
government,Grace always met the governor. again.,Grace zutere gọvanọ.
government,Quickly The election sometimes was peaceful. again.,Ntuli aka gara nke ọma.
health,Now Chinedu visited often the hospital today. carefully.,Chinedu gara ụlọ ọgwụ taa.
government,Kindly The minister always announced a meeting. today.,mịnista kwupụtara nzukọ.
technology,Mary sometimes repaired the database. carefully.,Mary rụziri ụlọ nchekwa data.
transportation,Emeka boarded a car.,Emeka banyere ụgbọala.
transportation,Emeka boarded really a car. again.,Emeka banyere ụgbọala.
health,Obinna has fever.,Obinna nwere ahụ ọkụ.
health,Kindly Obinna really has fever. today.,Obinna nwere ahụ ọkụ.
agriculture,Chioma harvested cocoyam.,Chioma kpọrọ ede.
agriculture,Quickly Chioma harvested cocoyam. again.,Chioma kpọrọ ede.
agriculture,cocoyam grows well.,ede na-eto nke ọma.
agriculture,Now cocoyam very grows well. immediately.,ede na-eto nke ọma.
health,Emeka has typhoid.,Emeka nwere taịfọd.
health,Today Emeka very has typhoid. today.,Emeka nwere taịfọd.
weather,David likes the cloud.,David hụrụ igwe ojii n'anya.
weather,Tomorrow David likes the cloud. again.,David hụrụ igwe ojii n'anya.
technology,Kindly The database really is new.,ụlọ nchekwa data ahụ dị ọhụrụ.
education,Tomorrow Every always engineer needs education. carefully.,injinia niile chọrọ agụmakwụkwọ.
education,The library really is open. immediately.,ọba akwụkwọ meghere.
food,Please fish sometimes tastes good. today.,azụ na-atọ ụtọ.
food,Ada ate garri.,Ada riri garri.
food,Today Ada really ate garri. now.,Ada riri garri.
transportation,Obinna boarded a airport.,Obinna banyere ọdụ ụgbọ elu.
transportation,Today Obinna boarded a airport. carefully.,Obinna banyere ọdụ ụgbọ elu.
general,Chinedu has a computer.,Chinedu nwere kọmputa.
general,Kindly Chinedu really has a computer. now.,Chinedu nwere kọmputa.
education,Chioma studies in the library.,Chioma na-amụ na ọba akwụkwọ.
education,Kindly Chioma studies sometimes in the library. carefully.,Chioma na-amụ na ọba akwụkwọ.
health,Tomorrow John visited the often hospital today. carefully.,John gara ụlọ ọgwụ taa.
weather,Please There is wind today. today.,ifufe dị taa.
transportation,Quickly John travelled very to Abuja. today.,John gara Abuja.
government,Tomorrow The minister announced often a meeting. today.,mịnista kwupụtara nzukọ.
government,Now Grace met sometimes the president. carefully.,Grace zutere onye isi ala.
general,The car is big.,ụgbọala ahụ dị ukwu.
general,Today The really car is big. again.,ụgbọala ahụ dị ukwu.
business,John bought egg.,John zụtara akwa.
business,Today John bought egg. again.,John zụtara akwa.
business,Now The trader often visited Nigeria. carefully.,Onye ahịa gara Naịjirịa.
health,Kindly The always doctor treated typhoid. today.,Dọkịta gwọrọ taịfọd.
agriculture,Now Peter often harvested tomato. carefully.,Peter kpọrọ tomato.
food,Ada ate meat.,Ada riri anụ.
food,Ada sometimes ate meat. carefully.,Ada riri anụ.
business,Obinna sold the computer.,Obinna rere kọmputa.
business,Now Obinna often sold the computer. today.,Obinna rere kọmputa.
technology,Peter uses a website.,Peter na-eji weebụsaịtị.
technology,Today Peter uses always a website.,Peter na-eji weebụsaịtị.
technology,Mary uses a hardware.,Mary na-eji họdụwia.
technology,Quickly Mary uses very a hardware. today.,Mary na-eji họdụwia.
government,John met the senator.,John zutere senetọ.
government,Please John met really the senator. carefully.,John zutere senetọ.
food,Please beans always tastes good. today.,agwa na-atọ ụtọ.
food,Mary cooked garri.,Mary siri garri.
food,Tomorrow Mary really cooked garri.,Mary siri garri.
government,Tomorrow The minister announced very a meeting.,mịnista kwupụtara nzukọ.
transportation,Peter travelled to Onitsha.,Peter gara Ọnịcha.
transportation,Today Peter always travelled to Onitsha. again.,Peter gara Ọnịcha.
business,Kindly David always bought soup. today.,David zụtara ofe.
transportation,Chinedu travelled to Enugu.,Chinedu gara Enugu.
transportation,Today Chinedu travelled sometimes to Enugu. immediately.,Chinedu gara Enugu.
transportation,Peter boarded a airport.,Peter banyere ọdụ ụgbọ elu.
transportation,Please Peter boarded sometimes a airport. again.,Peter banyere ọdụ ụgbọ elu.
weather,Today David really likes the cloud. today.,David hụrụ igwe ojii n'anya.
general,Peter will read tomorrow.,Peter ga gụọ echi.
general,Tomorrow Peter will very read tomorrow. now.,Peter ga gụọ echi.
business,John sold the chair.,John rere oche.
business,Quickly John often sold the chair. again.,John rere oche.
health,Quickly Chinedu visited the hospital today. today.,Chinedu gara ụlọ ọgwụ taa.
technology,Obinna repaired the internet.,Obinna rụziri ịntanet.
technology,Obinna very repaired the internet. carefully.,Obinna rụziri ịntanet.
transportation,Ada boarded a car.,Ada banyere ụgbọala.
transportation,Ada boarded always a car. now.,Ada banyere ụgbọala.
weather,Please There is always wind today. again.,ifufe dị taa.
technology,John uses a database.,John na-eji ụlọ nchekwa data.
technology,Today John uses really a database. now.,John na-eji ụlọ nchekwa data.
government,Peter met the president.,Peter zutere onye isi ala.
government,Now Peter sometimes met the president. again.,Peter zutere onye isi ala.
transportation,Please The airport often arrived early. today.,ọdụ ụgbọ elu rutere n'oge.
food,Ada cooked beans.,Ada siri agwa.
food,Kindly Ada cooked beans. again.,Ada siri agwa.
weather,Now The storm is changing. carefully.,oke ifufe na-agbanwe.
agriculture,Peter harvested vegetable.,Peter kpọrọ akwukwo nri.
agriculture,Today Peter really harvested vegetable. now.,Peter kpọrọ akwukwo nri.
health,Kindly The doctor treated fever.,Dọkịta gwọrọ ahụ ọkụ.
agriculture,Quickly The always farmer planted rice. today.,Onye ọrụ ugbo kụrụ osikapa.
government,Chinedu met the election.,Chinedu zutere ntuli aka.
government,Please Chinedu met very the election. today.,Chinedu zutere ntuli aka.
technology,Emeka repaired the computer.,Emeka rụziri kọmputa.
technology,Tomorrow Emeka often repaired the computer.,Emeka rụziri kọmputa.
technology,Tomorrow Mary repaired the database. now.,Mary rụziri ụlọ nchekwa data.
business,Ada bought rice.,Ada zụtara osikapa.
business,Kindly Ada often bought rice. today.,Ada zụtara osikapa.
business,Quickly Obinna sold sometimes the car. today.,Obinna rere ụgbọala.
food,Ada cooked bread.,Ada siri achịcha.
food,Tomorrow Ada often cooked bread. immediately.,Ada siri achịcha.
government,Mary met the government.,Mary zutere gọọmenti.
government,Please Mary met sometimes the government. again.,Mary zutere gọọmenti.
agriculture,Today Chioma very harvested cocoyam. carefully.,Chioma kpọrọ ede.
transportation,Chioma travelled to Onitsha.,Chioma gara Ọnịcha.
transportation,Now Chioma travelled to Onitsha.,Chioma gara Ọnịcha.
health,Now The doctor sometimes treated flu. again.,Dọkịta gwọrọ oyi.
weather,Today There often is storm today. now.,oke ifufe dị taa.
agriculture,Kindly The farmer very planted maize. carefully.,Onye ọrụ ugbo kụrụ ọka.
education,Please Every really teacher needs education. carefully.,onye nkuzi niile chọrọ agụmakwụkwọ.
health,Chioma has diabetes.,Chioma nwere shuga.
health,Tomorrow Chioma really has diabetes. again.,Chioma nwere shuga.
weather,Now The always wind is changing. carefully.,ifufe na-agbanwe.
health,Quickly The often doctor treated typhoid.,Dọkịta gwọrọ taịfọd.
transportation,Quickly The bus sometimes arrived early. again.,bọs rutere n'oge.
business,Grace bought soup.,Grace zụtara ofe.
business,Today Grace really bought soup. carefully.,Grace zụtara ofe.
health,Today The often doctor treated malaria. carefully.,Dọkịta gwọrọ iba.
health,Tomorrow David really has diabetes. now.,David nwere shuga.
education,Ada studies in the classroom.,Ada na-amụ na ụlọ klas.
education,Please Ada sometimes studies in the classroom. today.,Ada na-amụ na ụlọ klas.
transportation,Kindly The road often arrived early. immediately.,ụzọ rutere n'oge.
food,Ada ate egg.,Ada riri akwa.
food,Quickly Ada really ate egg.,Ada riri akwa.
agriculture,Peter harvested yam.,Peter kpọrọ ji.
agriculture,Now Peter always harvested yam. immediately.,Peter kpọrọ ji.
business,Chinedu bought soup.,Chinedu zụtara ofe.
business,Please Chinedu often bought soup. again.,Chinedu zụtara ofe.
education,Every chef needs education.,onye isi nri niile chọrọ agụmakwụkwọ.
education,Please Every chef really needs education. again.,onye isi nri niile chọrọ agụmakwụkwọ.
health,Grace has malaria.,Grace nwere iba.
health,Now Grace always has malaria. carefully.,Grace nwere iba.
weather,Please The sometimes rain is changing.,mmiri ozuzo na-agbanwe.
technology,Ada uses a mouse.,Ada na-eji maụs.
technology,Please Ada uses often a mouse. carefully.,Ada na-eji maụs.
health,Today Mary always visited the hospital today.,Mary gara ụlọ ọgwụ taa.
weather,Ada likes the wind.,Ada hụrụ ifufe n'anya.
weather,Today Ada very likes the wind. carefully.,Ada hụrụ ifufe n'anya.
education,John studies in the classroom.,John na-amụ na ụlọ klas.
education,Today John studies in always the classroom. immediately.,John na-amụ na ụlọ klas.
business,Please The very trader visited Lagos. immediately.,Onye ahịa gara Lagos.
government,The election always was peaceful. immediately.,Ntuli aka gara nke ọma.
technology,Please The really internet is new.,ịntanet ahụ dị ọhụrụ.
business,Ada sold the bag.,Ada rere akpa.
business,Quickly Ada always sold the bag. again.,Ada rere akpa.
general,Obinna is a trader.,Obinna bụ onye ahịa.
general,Tomorrow Obinna is a trader. today.,Obinna bụ onye ahịa.
government,Tomorrow The election announced a meeting. today.,ntuli aka kwupụtara nzukọ.
weather,Quickly The sun often is changing. carefully.,anwụ na-agbanwe.
business,Ada sold the chair.,Ada rere oche.
business,Please Ada sold always the chair. now.,Ada rere oche.
weather,Emeka likes the weather.,Emeka hụrụ ihu igwe n'anya.
weather,Now Emeka likes very the weather. now.,Emeka hụrụ ihu igwe n'anya.
health,Now Emeka very visited the hospital today. again.,Emeka gara ụlọ ọgwụ taa.
education,Please The library is open. today.,ọba akwụkwọ meghere.
health,Quickly Peter always visited the hospital today. carefully.,Peter gara ụlọ ọgwụ taa.
health,John has fever.,John nwere ahụ ọkụ.
health,Please John always has fever.,John nwere ahụ ọkụ.
general,Obinna works carefully.,Obinna na-arụ ọrụ nlezianya.
general,Obinna very works carefully. today.,Obinna na-arụ ọrụ nlezianya.
agriculture,cassava really grows well. carefully.,akpụ na-eto nke ọma.
government,The president announced a meeting. again.,onye isi ala kwupụtara nzukọ.
education,Every nurse very needs education. again.,nọọsụ niile chọrọ agụmakwụkwọ.
health,Please The doctor really treated fever. immediately.,Dọkịta gwọrọ ahụ ọkụ.
agriculture,Kindly The farmer planted vegetable. now.,Onye ọrụ ugbo kụrụ akwukwo nri.
weather,Please There is sometimes wind today. again.,ifufe dị taa.
weather,Peter likes the sun.,Peter hụrụ anwụ n'anya.
weather,Today Peter likes really the sun. carefully.,Peter hụrụ anwụ n'anya.
technology,Tomorrow The keyboard really is new.,kiibọdụ ahụ dị ọhụrụ.
agriculture,Chinedu harvested vegetable.,Chinedu kpọrọ akwukwo nri.
agriculture,Now Chinedu harvested vegetable.,Chinedu kpọrọ akwukwo nri.
health,Mary visited the sometimes hospital today. today.,Mary gara ụlọ ọgwụ taa.
agriculture,Now The sometimes farmer planted pepper. again.,Onye ọrụ ugbo kụrụ ose.
education,Today Every programmer sometimes needs education.,onye mmemme kọmputa niile chọrọ agụmakwụkwọ.
general,Chioma will go tomorrow.,Chioma ga gaa echi.
general,Please Chioma very will go tomorrow. carefully.,Chioma ga gaa echi.
transportation,David travelled to Owerri.,David gara Owerri.
transportation,Tomorrow David travelled often to Owerri. now.,David gara Owerri.
technology,Chioma uses a keyboard.,Chioma na-eji kiibọdụ.
technology,Chioma uses sometimes a keyboard. again.,Chioma na-eji kiibọdụ.
government,Now The government sometimes announced a meeting. carefully.,gọọmenti kwupụtara nzukọ.
government,Today The sometimes governor announced a meeting. today.,gọvanọ kwupụtara nzukọ.
health,John has flu.,John nwere oyi.
health,Tomorrow John sometimes has flu. today.,John nwere oyi.
weather,There is sometimes storm today. immediately.,oke ifufe dị taa.
business,Emeka bought beans.,Emeka zụtara agwa.
business,Emeka bought beans. today.,Emeka zụtara agwa.
general,David has a phone.,David nwere ekwentị.
general,Kindly David often has a phone. again.,David nwere ekwentị.
transportation,Emeka boarded a motorcycle.,Emeka banyere ọkada.
transportation,Emeka boarded a motorcycle. again.,Emeka banyere ọkada.
agriculture,Quickly The very farmer planted yam. now.,Onye ọrụ ugbo kụrụ ji.
health,Kindly The doctor really treated flu. today.,Dọkịta gwọrọ oyi.
weather,Now The rain is changing. now.,mmiri ozuzo na-agbanwe.
business,Peter bought bread.,Peter zụtara achịcha.
business,Quickly Peter very bought bread. carefully.,Peter zụtara achịcha.
food,Please cassava very tastes good. now.,akpụ na-atọ ụtọ.
education,Today Emeka often studies in the library. carefully.,Emeka na-amụ na ọba akwụkwọ.
business,Tomorrow The very trader visited Enugu. now.,Onye ahịa gara Enugu.
education,Emeka studies in the assignment.,Emeka na-amụ na ọrụ ụlọ.
education,Tomorrow Emeka very studies in the assignment. again.,Emeka na-amụ na ọrụ ụlọ.
food,Chioma cooked garri.,Chioma siri garri.
food,Now Chioma sometimes cooked garri. today.,Chioma siri garri.
business,Please The trader really visited Owerri.,Onye ahịa gara Owerri.
weather,Today The sometimes storm is changing. carefully.,oke ifufe na-agbanwe.
weather,Kindly Obinna always likes the cloud. now.,Obinna hụrụ igwe ojii n'anya.
general,Mary will write tomorrow.,Mary ga dee echi.
general,Tomorrow Mary always will write tomorrow. carefully.,Mary ga dee echi.
technology,Emeka repaired the internet.,Emeka rụziri ịntanet.
technology,Quickly Emeka repaired very the internet. carefully.,Emeka rụziri ịntanet.
transportation,The bicycle arrived early.,igwe kwụ otu ebe rutere n'oge.
transportation,Today The bicycle often arrived early.,igwe kwụ otu ebe rutere n'oge.
business,Peter sold the book.,Peter rere akwụkwọ.
business,Kindly Peter sold sometimes the book. again.,Peter rere akwụkwọ.
business,Quickly The trader often visited Enugu. carefully.,Onye ahịa gara Enugu.
general,Peter has a car.,Peter nwere ụgbọala.
general,Now Peter has really a car. now.,Peter nwere ụgbọala.
general,Today David often has a phone. now.,David nwere ekwentị.
general,Obinna has a chair.,Obinna nwere oche.
general,Tomorrow Obinna really has a chair. again.,Obinna nwere oche.
agriculture,Chioma harvested maize.,Chioma kpọrọ ọka.
agriculture,Kindly Chioma harvested maize. now.,Chioma kpọrọ ọka.
food,Kindly meat really tastes good.,anụ na-atọ ụtọ.
general,Peter lives in Onitsha.,Peter bi na Ọnịcha.
general,Quickly Peter very lives in Onitsha. carefully.,Peter bi na Ọnịcha.
government,Now The president announced really a meeting.,onye isi ala kwupụtara nzukọ.
general,Obinna lives in Kano.,Obinna bi na Kano.
general,Please Obinna very lives in Kano. today.,Obinna bi na Kano.
health,Kindly The doctor treated fever. now.,Dọkịta gwọrọ ahụ ọkụ.
government,Quickly The government announced very a meeting. carefully.,gọọmenti kwupụtara nzukọ.
education,Kindly The often school is open. carefully.,ụlọ akwụkwọ meghere.
health,Now The very doctor treated flu. immediately.,Dọkịta gwọrọ oyi.
technology,Quickly Emeka very uses a website. now.,Emeka na-eji weebụsaịtị.
education,Tomorrow The student is open. carefully.,nwa akwụkwọ meghere.
general,Peter lives in Lagos.,Peter bi na Lagos.
general,Today Peter lives sometimes in Lagos. again.,Peter bi na Lagos.
agriculture,Now maize often grows well. today.,ọka na-eto nke ọma.
transportation,David boarded a bicycle.,David banyere igwe kwụ otu ebe.
transportation,David boarded a bicycle. today.,David banyere igwe kwụ otu ebe.
education,The classroom is open.,ụlọ klas meghere.
education,Quickly The classroom is open. again.,ụlọ klas meghere.
business,Chioma bought rice.,Chioma zụtara osikapa.
business,Today Chioma bought rice. now.,Chioma zụtara osikapa.
agriculture,Kindly The very farmer planted maize. today.,Onye ọrụ ugbo kụrụ ọka.
transportation,Now The airport always arrived early. carefully.,ọdụ ụgbọ elu rutere n'oge.
government,Tomorrow The election always was peaceful. now.,Ntuli aka gara nke ọma.
business,Quickly The often trader visited Abuja. now.,Onye ahịa gara Abuja.
health,David visited very the hospital today. now.,David gara ụlọ ọgwụ taa.
agriculture,Chinedu harvested maize.,Chinedu kpọrọ ọka.
agriculture,Tomorrow Chinedu really harvested maize. immediately.,Chinedu kpọrọ ọka.
government,Quickly The senator sometimes announced a meeting. again.,senetọ kwupụtara nzukọ.
health,Now David visited the hospital today. now.,David gara ụlọ ọgwụ taa.
health,Today John visited the often hospital today. carefully.,John gara ụlọ ọgwụ taa.
education,John studies in the teacher.,John na-amụ na onye nkuzi.
education,Today John studies sometimes in the teacher.,John na-amụ na onye nkuzi.
agriculture,Please tomato really grows well. immediately.,tomato na-eto nke ọma.
health,Tomorrow Peter visited the very hospital today. today.,Peter gara ụlọ ọgwụ taa.
transportation,Tomorrow Mary travelled very to Nigeria.,Mary gara Naịjirịa.
food,John cooked garri.,John siri garri.
food,Tomorrow John often cooked garri. today.,John siri garri.
agriculture,David harvested yam.,David kpọrọ ji.
agriculture,Tomorrow David always harvested yam. immediately.,David kpọrọ ji.
business,Obinna sold the chair.,Obinna rere oche.
business,Kindly Obinna sold very the chair. carefully.,Obinna rere oche.
agriculture,Now The really farmer planted cassava. again.,Onye ọrụ ugbo kụrụ akpụ.
general,Mary lives in Onitsha.,Mary bi na Ọnịcha.
general,Mary lives very in Onitsha. carefully.,Mary bi na Ọnịcha.
government,Quickly The really election was peaceful. again.,Ntuli aka gara nke ọma.
business,Please The very trader visited Onitsha. now.,Onye ahịa gara Ọnịcha.
business,Chinedu sold the phone.,Chinedu rere ekwentị.
business,Quickly Chinedu sold sometimes the phone. carefully.,Chinedu rere ekwentị.
education,Kindly The always examination is open. today.,ule meghere.
business,Peter bought beans.,Peter zụtara agwa.
business,Now Peter always bought beans. now.,Peter zụtara agwa.
business,Chioma sold the bag.,Chioma rere akpa.
business,Please Chioma often sold the bag.,Chioma rere akpa.
education,Quickly Every student often needs education. again.,nwata akwụkwọ niile chọrọ agụmakwụkwọ.
health,Emeka often has typhoid. immediately.,Emeka nwere taịfọd.
transportation,Mary travelled to Onitsha.,Mary gara Ọnịcha.
transportation,Today Mary sometimes travelled to Onitsha. now.,Mary gara Ọnịcha.
education,Quickly Obinna very studies in the school. immediately.,Obinna na-amụ na ụlọ akwụkwọ.
health,John has cholera.,John nwere kọlera.
health,Now John very has cholera. again.,John nwere kọlera.
transportation,Today The car arrived early.,ụgbọala rutere n'oge.
health,Kindly David really has diabetes.,David nwere shuga.
government,Quickly The election sometimes was peaceful. now.,Ntuli aka gara nke ọma.
technology,Ada uses a computer.,Ada na-eji kọmputa.
technology,Now Ada really uses a computer.,Ada na-eji kọmputa.
government,Tomorrow The election really was peaceful. again.,Ntuli aka gara nke ọma.
agriculture,Quickly rice often grows well. immediately.,osikapa na-eto nke ọma.
general,Please Obinna sometimes will sell tomorrow. immediately.,Obinna ga ree echi.
transportation,Peter travelled to Enugu.,Peter gara Enugu.
transportation,Kindly Peter often travelled to Enugu. again.,Peter gara Enugu.
technology,Chinedu uses a internet.,Chinedu na-eji ịntanet.
technology,Kindly Chinedu really uses a internet. again.,Chinedu na-eji ịntanet.
business,Chinedu bought egg.,Chinedu zụtara akwa.
business,Now Chinedu really bought egg. immediately.,Chinedu zụtara akwa.
business,Ada sold the computer.,Ada rere kọmputa.
business,Please Ada really sold the computer.,Ada rere kọmputa.
health,Tomorrow David visited the always hospital today. carefully.,David gara ụlọ ọgwụ taa.
transportation,Tomorrow The car sometimes arrived early. now.,ụgbọala rutere n'oge.
transportation,Mary boarded a bus.,Mary banyere bọs.
transportation,Please Mary boarded a bus. immediately.,Mary banyere bọs.
government,Mary met the minister.,Mary zutere mịnista.
government,Now Mary met really the minister. today.,Mary zutere mịnista.
food,Mary cooked cassava.,Mary siri akpụ.
food,Kindly Mary very cooked cassava. immediately.,Mary siri akpụ.
technology,Chinedu uses a database.,Chinedu na-eji ụlọ nchekwa data.
technology,Tomorrow Chinedu uses a database. today.,Chinedu na-eji ụlọ nchekwa data.
technology,Tomorrow Obinna repaired the internet. today.,Obinna rụziri ịntanet.
education,Today Every sometimes doctor needs education. today.,dọkịta niile chọrọ agụmakwụkwọ.
health,Today Grace visited the hospital today.,Grace gara ụlọ ọgwụ taa.
agriculture,Today The always farmer planted rice. now.,Onye ọrụ ugbo kụrụ osikapa.
agriculture,tomato grows well. today.,tomato na-eto nke ọma.
technology,Peter uses a database.,Peter na-eji ụlọ nchekwa data.
technology,Now Peter uses always a database. carefully.,Peter na-eji ụlọ nchekwa data.
business,Grace sold the car.,Grace rere ụgbọala.
business,Grace really sold the car. again.,Grace rere ụgbọala.
transportation,Today The always bicycle arrived early. again.,igwe kwụ otu ebe rutere n'oge.
technology,Today The database very is new.,ụlọ nchekwa data ahụ dị ọhụrụ.
transportation,Now The always bus arrived early. again.,bọs rutere n'oge.
health,Please Obinna visited the really hospital today.,Obinna gara ụlọ ọgwụ taa.
technology,Grace uses a internet.,Grace na-eji ịntanet.
technology,Tomorrow Grace sometimes uses a internet. again.,Grace na-eji ịntanet.
food,Emeka ate meat.,Emeka riri anụ.
food,Kindly Emeka ate meat. again.,Emeka riri anụ.
food,Grace cooked egg.,Grace siri akwa.
food,Kindly Grace really cooked egg. today.,Grace siri akwa.
health,Quickly Emeka sometimes visited the hospital today. now.,Emeka gara ụlọ ọgwụ taa.
transportation,Chinedu travelled to Owerri.,Chinedu gara Owerri.
transportation,Tomorrow Chinedu travelled very to Owerri. carefully.,Chinedu gara Owerri.
technology,Chinedu repaired the keyboard.,Chinedu rụziri kiibọdụ.
technology,Quickly Chinedu very repaired the keyboard. carefully.,Chinedu rụziri kiibọdụ.
health,Please Obinna visited sometimes the hospital today. today.,Obinna gara ụlọ ọgwụ taa.
food,Today garri really tastes good. today.,garri na-atọ ụtọ.
business,Now The trader visited Nigeria. today.,Onye ahịa gara Naịjirịa.
agriculture,Quickly maize always grows well. again.,ọka na-eto nke ọma.
government,Tomorrow The election really was peaceful. carefully.,Ntuli aka gara nke ọma.
agriculture,Tomorrow yam often grows well. immediately.,ji na-eto nke ọma.
transportation,Today The very airport arrived early. today.,ọdụ ụgbọ elu rutere n'oge.
